0.99043     0.00027672800000000115
0.97609     0.0028282640000000005
0.95715     0.006363639999999999
0.93617     0.010374631999999998
0.91469     0.014586824
0.89312     0.018884352
0.87154     0.023221584
0.84996     0.027590817600000005
0.82838     0.0319769128
0.80681     0.0363713036
0.78524     0.040773104000000004
0.76367     0.045166632
0.74209     0.049568813200000006
0.72058     0.0539586984
0.69922     0.058298004
0.6781     0.06258242
0.6573     0.06672386
0.63695     0.07067626599999999
0.61707     0.0743617716
0.59763     0.0777222484
0.57854     0.08077728719999999
0.55967     0.0834533156
0.54089     0.0857823676
0.5221     0.087780364
0.50324     0.08940904159999999
0.48429     0.0907476612
0.46525     0.09174777
0.44616     0.09240820799999999
0.42704     0.09279195200000001
0.40789     0.09282343200000001
0.38868     0.09256637919999999
0.36939     0.09201531160000001
0.35001     0.0911200244
0.33058     0.09002300159999999
0.31113     0.0886061376
0.2917     0.086929276
0.27233     0.0850122924
0.25307     0.0827900196
0.23393     0.0803694016
0.21496     0.0776555552
0.19621     0.07465663319999999
0.17773     0.07146107160000001
0.15956     0.06794511519999999
0.14177     0.064195094
0.12444     0.060218168
0.10769     0.055923318
0.09162     0.051402296
0.07638     0.04668010399999999
0.0622     0.041850336
0.04931     0.0368533528
0.03799     0.032010271199999996
0.02846     0.0272264048
0.0208     0.022855920000000002
0.01489     0.018942936
0.01041     0.015475055999999997
0.00707     0.012412279999999998
0.00458     0.009796104
0.00276     0.007775888
0.00147     0.005756636000000001
0.00061     0.0037464679999999998
0.00013     0.0017134440000000002
0     -0.000344
0.00025     -0.0025683
0.00097     -0.005034764
0.00221     -0.007687451999999999
0.00399     -0.010463988
0.00632     -0.012968720000000001
0.00921     -0.015078864
0.01273     -0.017147047999999998
0.01707     -0.019145432
0.02253     -0.021283528
0.02956     -0.0234490272
0.03876     -0.025669731199999997
0.05086     -0.0279685632
0.06651     -0.0299810912
0.08566     -0.031816472
0.10687     -0.033365686
0.12869     -0.034558482
0.15089     -0.0355721012
0.17339     -0.0362294012
0.19597     -0.0367928676
0.21855     -0.037108223999999995
0.24109     -0.0373177792
0.26357     -0.0373570404
0.28601     -0.0372760372
0.30841     -0.0370856768
0.33079     -0.0367459392
0.35315     -0.036344314
0.37549     -0.0357698044
0.39782     -0.0351473192
0.42015     -0.03435668
0.44247     -0.033504264
0.46479     -0.0325227988
0.48711     -0.0314520692
0.50943     -0.0302903388
0.53175     -0.029013830000000004
0.55407     -0.0276816924
0.57639     -0.0262154748
0.59871     -0.0247092572
0.62103     -0.0231117436
0.64335     -0.021486102
0.66567     -0.019832106000000002
0.688     -0.018170400000000003
0.71036     -0.0165265872
0.73279     -0.014881350799999998
0.7553     -0.013249120000000001
0.77776     -0.011632304000000001
0.80018     -0.010040679200000003
0.82266     -0.008504170400000002
0.84497     -0.0070606868
0.86686     -0.005748944000000001
0.88812     -0.004607648
0.90849     -0.003668696
0.9279     -0.0029581600000000013
0.94629     -0.002477816
0.96329     -0.0022706159999999996
0.97825     -0.0023158000000000007
0.9904     -0.002596160000000001
0.9998     -0.0030059199999999996
